Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_10:18:27,48.0,39.0,38.0,39.0,38.0,48.0,37.0,39.0,37.0,3350.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2611.7,3400.0,3400.0,3400.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,16.7,11.3,0,0.7
2026-04-09_10:18:27,48.0,39.0,38.0,39.0,38.0,48.0,37.0,39.0,37.0,3447.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4162.1,3400.0,3400.0,3400.0,2.3,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,0.0,13.6,12.5,0.0,9.5,13.4,8.3,0,0.7
2026-04-09_10:18:28,48.0,39.0,38.0,39.0,38.0,48.0,37.0,39.0,37.0,3265.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1251.9,3400.0,3400.0,3400.0,2.2,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,27.3,0.0,0.0,0.0,6.2,1.1,0,0.6
2026-04-09_10:18:28,48.0,39.0,38.0,39.0,38.0,48.0,37.0,39.0,37.0,3265.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1242.0,3400.0,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,18.2,0.0,0.0,0.0,7.0,1.0,0,0.6
2026-04-09_10:18:28,48.0,39.0,38.0,39.0,38.0,48.0,37.0,39.0,37.0,3277.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1443.9,3400.0,3400.0,3400.0,2.8,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,5.0,0.0,0.0,22.7,0.0,0.0,0.0,8.7,2.6,0,0.8
2026-04-09_10:18:28,39.0,39.0,37.0,37.0,37.0,37.0,35.0,38.0,37.0,3267.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1277.1,3400.0,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,26.1,0.0,0.0,0.0,7.2,1.2,0,0.6
2026-04-09_10:18:28,39.0,39.0,37.0,37.0,37.0,37.0,35.0,38.0,37.0,3249.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,991.7,3400.0,3400.0,3400.0,2.4,0.0,4.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,21.7,0.0,0.0,0.0,7.3,1.3,0,0.6
2026-04-09_10:18:29,39.0,39.0,37.0,37.0,37.0,37.0,35.0,38.0,37.0,3263.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1222.6,3400.0,3400.0,3400.0,2.8,4.5,0.0,0.0,4.3,0.0,4.3,0.0,0.0,4.3,4.3,0.0,0.0,22.7,8.3,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:18:29,39.0,39.0,37.0,37.0,37.0,37.0,35.0,38.0,37.0,3262.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1205.8,3400.0,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,4.5,0.0,0.0,7.2,1.3,0,0.6
2026-04-09_10:18:29,39.0,39.0,37.0,37.0,37.0,37.0,35.0,38.0,37.0,3264.7,3400.0,3400.0,3400.0,1523.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1235.2,3400.0,3400.0,3400.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,7.0,1.0,0,0.6
