Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_10:48:03,52.0,43.0,43.0,43.0,52.0,41.0,42.0,42.0,40.0,3344.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2517.2,3400.0,3400.0,3400.0,3400.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,16.0,9.9,0,0.7
2026-04-09_10:48:03,52.0,43.0,43.0,43.0,52.0,41.0,42.0,42.0,40.0,3380.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3089.4,3400.0,3400.0,3400.0,3400.0,3.8,0.0,13.0,4.2,0.0,0.0,12.0,0.0,0.0,4.2,0.0,4.2,17.4,0.0,0.0,0.0,8.7,11.8,5.8,0,0.8
2026-04-09_10:48:03,52.0,43.0,43.0,43.0,52.0,41.0,42.0,42.0,40.0,3301.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1818.6,3400.0,3400.0,3400.0,3400.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.5,17.4,0.0,0.0,0.0,0.0,6.8,1.7,0,0.6
2026-04-09_10:48:03,52.0,43.0,43.0,43.0,52.0,41.0,42.0,42.0,40.0,3265.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1250.0,3400.0,3400.0,3400.0,3400.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,4.3,0.0,19.0,0.0,0.0,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:48:04,52.0,43.0,43.0,43.0,52.0,41.0,42.0,42.0,40.0,3276.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1430.1,3400.0,3400.0,3400.0,3400.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,4.3,4.3,27.3,0.0,0.0,0.0,0.0,7.9,1.9,0,0.7
2026-04-09_10:48:04,43.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,40.0,3265.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1246.6,3400.0,3400.0,3400.0,3400.0,2.2,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.2,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,6.5,1.4,0,0.6
2026-04-09_10:48:04,43.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,40.0,3200.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,998.9,3400.0,3400.0,3400.0,3400.0,5.6,4.2,0.0,0.0,0.0,0.0,17.4,4.2,13.0,8.3,12.5,0.0,20.8,0.0,0.0,0.0,0.0,8.9,2.8,0,0.7
2026-04-09_10:48:04,43.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,40.0,3267.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1275.8,3400.0,3400.0,3400.0,3400.0,3.7,0.0,8.7,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,4.3,22.7,0.0,0.0,0.0,4.3,7.9,1.9,0,0.7
2026-04-09_10:48:05,43.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,40.0,3263.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,997.2,3400.0,3400.0,3400.0,3400.0,3.2,8.0,4.3,0.0,8.0,0.0,4.3,0.0,4.2,8.0,0.0,0.0,21.7,0.0,0.0,0.0,4.2,7.9,1.8,0,0.7
2026-04-09_10:48:05,43.0,42.0,41.0,40.0,42.0,41.0,40.0,42.0,40.0,3147.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,998.5,3400.0,3400.0,3400.0,3400.0,1.9,0.0,0.0,4.2,0.0,4.2,4.2,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,6.5,1.3,0,0.6
