Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_10:36:00,51.0,42.0,41.0,41.0,41.0,51.0,40.0,42.0,40.0,3332.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2311.3,3400.0,3400.0,3400.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,0.0,15.3,9.7,0,0.6
2026-04-09_10:36:00,51.0,42.0,41.0,41.0,41.0,51.0,40.0,42.0,40.0,3410.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3568.5,3400.0,3400.0,3400.0,2.9,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,21.7,0.0,0.0,4.5,11.8,5.7,0,0.7
2026-04-09_10:36:01,51.0,42.0,41.0,41.0,41.0,51.0,40.0,42.0,40.0,3268.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1295.5,3400.0,3400.0,3400.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,4.3,0.0,0.0,7.1,1.1,0,0.6
2026-04-09_10:36:01,51.0,42.0,41.0,41.0,41.0,51.0,40.0,42.0,40.0,3267.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1276.2,3400.0,3400.0,3400.0,2.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,26.1,0.0,0.0,0.0,7.3,1.3,0,0.6
2026-04-09_10:36:01,51.0,42.0,41.0,41.0,41.0,51.0,40.0,42.0,40.0,3275.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1402.6,3400.0,3400.0,3400.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:36:01,42.0,42.0,40.0,39.0,41.0,40.0,39.0,41.0,40.0,3267.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1279.5,3400.0,3400.0,3400.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,7.2,1.2,0,0.6
2026-04-09_10:36:02,42.0,42.0,40.0,39.0,41.0,40.0,39.0,41.0,40.0,3262.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,998.3,3400.0,3400.0,3400.0,2.9,0.0,4.0,0.0,0.0,8.0,0.0,0.0,4.2,0.0,0.0,4.2,0.0,21.7,8.0,4.2,4.2,7.7,1.7,0,0.7
2026-04-09_10:36:02,42.0,42.0,40.0,39.0,41.0,40.0,39.0,41.0,40.0,3263.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1221.7,3400.0,3400.0,3400.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.3,0.0,8.7,0.0,22.7,0.0,4.3,0.0,7.7,1.7,0,0.7
2026-04-09_10:36:02,42.0,42.0,40.0,39.0,41.0,40.0,39.0,41.0,40.0,3249.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,992.2,3400.0,3400.0,3400.0,2.1,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,21.7,0.0,0.0,4.2,7.3,1.3,0,0.6
2026-04-09_10:36:02,42.0,42.0,40.0,39.0,41.0,40.0,39.0,41.0,40.0,3356.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2707.7,3400.0,3400.0,3400.0,3400.0,4.6,0.0,16.7,0.0,0.0,0.0,0.0,0.0,8.7,0.0,8.3,17.4,4.2,16.7,0.0,0.0,4.3,8.7,2.7,0,0.7
