Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_11:38:52,45.0,38.0,37.0,38.0,37.0,36.0,46.0,39.0,35.0,3475.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4600.0,3400.0,3400.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,28.0,22.3,0,0.6
2026-04-09_11:38:52,45.0,38.0,37.0,38.0,37.0,36.0,46.0,39.0,35.0,3463.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4413.8,3400.0,3400.0,2.9,0.0,4.5,0.0,4.5,4.5,4.5,0.0,9.5,0.0,0.0,0.0,0.0,4.5,14.3,0.0,0.0,12.9,8.8,0,0.7
2026-04-09_11:38:53,45.0,38.0,37.0,38.0,37.0,36.0,46.0,39.0,35.0,3277.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1436.4,3400.0,3400.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,21.7,4.5,0.0,7.0,1.0,0,0.6
2026-04-09_11:38:53,45.0,38.0,37.0,38.0,37.0,36.0,46.0,39.0,35.0,3267.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1280.0,3400.0,3400.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,22.7,0.0,0.0,7.0,1.0,0,0.6
2026-04-09_11:38:53,45.0,38.0,37.0,38.0,37.0,36.0,46.0,39.0,35.0,3272.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1366.9,3400.0,3400.0,2.8,8.3,0.0,4.3,0.0,0.0,0.0,0.0,9.1,4.3,0.0,0.0,0.0,0.0,27.3,0.0,0.0,8.2,2.2,0,0.8
2026-04-09_11:38:53,38.0,37.0,37.0,36.0,36.0,36.0,34.0,36.0,35.0,3267.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,997.8,3400.0,3400.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,4.2,4.2,20.8,0.0,0.0,7.0,1.0,0,0.6
2026-04-09_11:38:53,38.0,37.0,37.0,36.0,36.0,36.0,34.0,36.0,35.0,3264.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1235.3,3400.0,3400.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,19.0,8.3,0.0,7.1,1.1,0,0.6
2026-04-09_11:38:54,38.0,37.0,37.0,36.0,36.0,36.0,34.0,36.0,35.0,3263.3,3400.0,1252.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1212.4,3400.0,3400.0,3.1,8.7,4.5,4.5,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,7.2,1.3,0,0.7
2026-04-09_11:38:54,38.0,37.0,37.0,36.0,36.0,36.0,34.0,36.0,35.0,3263.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1207.7,3400.0,3400.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,22.7,4.3,0.0,7.3,1.3,0,0.6
2026-04-09_11:38:54,38.0,37.0,37.0,36.0,36.0,36.0,34.0,36.0,35.0,3267.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1280.9,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,21.7,0.0,0.0,6.0,0.9,0,0.6
2026-04-09_11:38:54,37.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,35.0,3271.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1344.4,3400.0,3400.0,2.6,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.5,0.0,6.7,1.6,0,0.7
2026-04-09_11:38:55,37.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,35.0,3350.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2603.0,3400.0,3400.0,3.5,17.4,4.8,21.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,9.7,3.6,0,0.7
2026-04-09_11:38:55,37.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,35.0,3349.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2592.5,3400.0,3400.0,2.3,4.8,4.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,12.5,0.0,8.0,2.0,0,0.7
2026-04-09_11:38:55,37.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,35.0,3267.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1287.0,3400.0,3400.0,2.8,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_11:38:55,37.0,37.0,37.0,36.0,36.0,36.0,35.0,36.0,35.0,3265.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1248.4,3400.0,3400.0,2.0,0.0,0.0,4.5,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,4.3,0.0,7.0,1.0,0,0.6
2026-04-09_11:38:55,38.0,37.0,36.0,36.0,36.0,35.0,34.0,36.0,36.0,3268.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1292.5,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,6.9,1.0,0,0.6
2026-04-09_11:38:56,38.0,37.0,36.0,36.0,36.0,35.0,34.0,36.0,36.0,3265.2,1324.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1242.9,3400.0,3400.0,1.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0.0,19.0,0.0,0.0,7.0,1.0,0,0.6
2026-04-09_11:38:56,38.0,37.0,36.0,36.0,36.0,35.0,34.0,36.0,36.0,3266.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1256.9,3400.0,3400.0,2.0,0.0,0.0,4.5,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,26.1,0.0,0.0,6.2,1.0,0,0.6
2026-04-09_11:38:56,38.0,37.0,36.0,36.0,36.0,35.0,34.0,36.0,36.0,3423.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3596.4,3400.0,3580.3,3.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,13.6,0.0,20.8,8.3,2.4,0,0.6
2026-04-09_11:38:56,38.0,37.0,36.0,36.0,36.0,35.0,34.0,36.0,36.0,3485.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3670.0,3400.0,4500.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,23.2,17.2,0,0.6
2026-04-09_11:38:57,45.0,38.0,38.0,37.0,36.0,36.0,35.0,40.0,45.0,3556.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4616.7,3400.0,4693.2,6.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,100.0,25.5,19.4,0,0.6
2026-04-09_11:38:57,45.0,38.0,38.0,37.0,36.0,36.0,35.0,40.0,45.0,3556.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4615.9,3400.0,4693.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,25.2,19.2,0,0.6
2026-04-09_11:38:57,45.0,38.0,38.0,37.0,36.0,36.0,35.0,40.0,45.0,3551.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4614.3,3400.0,4613.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,24.2,18.2,0,0.6
2026-04-09_11:38:57,45.0,38.0,38.0,37.0,36.0,36.0,35.0,40.0,45.0,3562.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4700.0,3400.0,3400.0,3400.0,3400.0,3400.0,4700.1,3400.0,3400.0,6.6,4.5,0.0,4.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,4.5,25.0,18.9,0,0.6
2026-04-09_11:38:57,45.0,38.0,38.0,37.0,36.0,36.0,35.0,40.0,45.0,3557.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4686.9,3400.0,3400.0,3400.0,3400.0,3400.0,4629.5,3400.0,3400.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.7,4.8,0.0,24.9,19.0,0,0.6
2026-04-09_11:38:58,46.0,38.0,38.0,38.0,37.0,37.0,37.0,40.0,46.0,3508.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4673.9,3400.0,3400.0,3400.0,3400.0,3400.0,4645.0,3400.0,3400.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,18.9,0,0.6
2026-04-09_11:38:58,46.0,38.0,38.0,38.0,37.0,37.0,37.0,40.0,46.0,3557.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4692.2,3400.0,3400.0,3400.0,3400.0,3400.0,4623.7,3400.0,3400.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,24.9,18.9,0,0.6
2026-04-09_11:38:58,46.0,38.0,38.0,38.0,37.0,37.0,37.0,40.0,46.0,3557.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4689.8,3400.0,3400.0,3400.0,3400.0,3400.0,4633.6,3400.0,3400.0,7.3,0.0,0.0,9.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0,20.7,0,0.7
2026-04-09_11:38:58,46.0,38.0,38.0,38.0,37.0,37.0,37.0,40.0,46.0,3557.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4691.8,3400.0,3400.0,3400.0,3400.0,3400.0,4623.4,3400.0,3400.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.3,19.3,0,0.6
2026-04-09_11:38:58,46.0,38.0,38.0,38.0,37.0,37.0,37.0,40.0,46.0,3562.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4700.0,3400.0,3400.0,3400.0,3400.0,3400.0,4700.1,3400.0,3400.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,25.4,19.3,0,0.6
2026-04-09_11:38:59,45.0,38.0,38.0,38.0,37.0,37.0,36.0,41.0,45.0,3558.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4696.1,3400.0,3400.0,3400.0,3400.0,3400.0,4645.6,3400.0,3400.0,6.7,0.0,0.0,4.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.4,19.4,0,0.6
2026-04-09_11:38:59,45.0,38.0,38.0,38.0,37.0,37.0,36.0,41.0,45.0,3559.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4696.1,3400.0,3400.0,3400.0,3400.0,3400.0,4647.4,3400.0,3400.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.8,4.8,0.0,0.0,25.6,19.6,0,0.6
2026-04-09_11:38:59,45.0,38.0,38.0,38.0,37.0,37.0,36.0,41.0,45.0,3558.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4694.6,3400.0,3400.0,3400.0,3400.0,3400.0,4637.4,3400.0,3400.0,6.9,0.0,4.8,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,26.0,19.8,0,0.6
2026-04-09_11:38:59,45.0,38.0,38.0,38.0,37.0,37.0,36.0,41.0,45.0,3558.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4695.2,3400.0,3400.0,3400.0,3400.0,3400.0,4643.6,3400.0,3400.0,6.9,0.0,0.0,4.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.5,19.6,0,0.6
2026-04-09_11:38:59,45.0,38.0,38.0,38.0,37.0,37.0,36.0,41.0,45.0,3557.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4672.8,3400.0,3400.0,3400.0,3400.0,3400.0,4638.5,3400.0,3400.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,25.6,19.6,0,0.6
2026-04-09_11:39:00,46.0,39.0,38.0,38.0,37.0,37.0,38.0,41.0,46.0,3558.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4694.2,3400.0,3400.0,3400.0,3400.0,3400.0,4644.9,3400.0,3400.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,25.5,19.4,0,0.6
2026-04-09_11:39:00,46.0,39.0,38.0,38.0,37.0,37.0,38.0,41.0,46.0,3558.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4695.2,3400.0,3400.0,3400.0,3400.0,3400.0,4646.4,3400.0,3400.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.3,19.3,0,0.6
2026-04-09_11:39:00,46.0,39.0,38.0,38.0,37.0,37.0,38.0,41.0,46.0,3558.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4695.7,3400.0,3400.0,3400.0,3400.0,3400.0,4644.4,3400.0,3400.0,7.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.4,19.3,0,0.6
