Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_12:11:02,50.0,41.0,41.0,40.0,40.0,39.0,39.0,43.0,50.0,3475.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4600.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,22.1,0,0.7
2026-04-09_12:11:02,50.0,41.0,41.0,40.0,40.0,39.0,39.0,43.0,50.0,3441.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4067.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.3,0.0,13.0,0.0,4.5,4.5,0.0,0.0,18.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,7.9,0,0.7
2026-04-09_12:11:02,50.0,41.0,41.0,40.0,40.0,39.0,39.0,43.0,50.0,3270.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1321.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.2,0.0,0.0,0.0,4.3,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,6.3,1.1,0,0.6
2026-04-09_12:11:02,50.0,41.0,41.0,40.0,40.0,39.0,39.0,43.0,50.0,3264.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1235.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3.1,4.3,0.0,4.5,0.0,0.0,0.0,4.3,25.0,0.0,8.3,4.3,4.3,0.0,0.0,0.0,0.0,7.3,1.4,0,0.7
2026-04-09_12:11:02,50.0,41.0,41.0,40.0,40.0,39.0,39.0,43.0,50.0,3280.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1482.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.3,0.0,0.0,4.3,4.3,0.0,0.0,4.5,23.8,0.0,4.3,0.0,0.0,4.3,0.0,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_12:11:03,41.0,40.0,40.0,39.0,40.0,39.0,38.0,40.0,40.0,3269.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1316.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.2,0,0.6
2026-04-09_12:11:03,41.0,40.0,40.0,39.0,40.0,39.0,38.0,40.0,40.0,3409.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3469.6,3488.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.5,0.0,0.0,4.3,0.0,0.0,0.0,8.7,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,1.8,0,0.7
2026-04-09_12:11:03,41.0,40.0,40.0,39.0,40.0,39.0,38.0,40.0,40.0,3266.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2729.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3.8,0.0,4.3,0.0,9.1,0.0,0.0,0.0,14.3,0.0,13.6,17.4,0.0,0.0,0.0,4.8,0.0,8.8,2.7,0,0.7
2026-04-09_12:11:03,41.0,40.0,40.0,39.0,40.0,39.0,38.0,40.0,40.0,3327.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2235.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3.5,0.0,0.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,18.2,4.8,0.0,0.0,0.0,9.1,0.0,8.5,2.5,0,0.7
2026-04-09_12:11:04,41.0,40.0,40.0,39.0,40.0,39.0,38.0,40.0,40.0,3270.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1323.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2348.8,3400.0,3.1,0.0,0.0,4.3,0.0,0.0,0.0,0.0,27.3,0.0,4.5,4.5,0.0,4.3,0.0,8.7,0.0,7.6,1.6,0,0.7
