Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_11:43:09,49.0,38.0,38.0,37.0,49.0,36.0,36.0,39.0,37.0,3341.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2457.0,3400.0,3400.0,3400.0,3400.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,15.1,9.9,0,0.6
2026-04-09_11:43:09,49.0,38.0,38.0,37.0,49.0,36.0,36.0,39.0,37.0,3438.1,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4009.1,3400.0,3400.0,3400.0,3400.0,2.8,0.0,13.6,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,8.3,14.3,0.0,0.0,0.0,0.0,12.7,7.5,0,0.7
2026-04-09_11:43:10,49.0,38.0,38.0,37.0,49.0,36.0,36.0,39.0,37.0,3270.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1331.0,3400.0,3400.0,3400.0,3400.0,2.3,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,5.2,1.0,0,0.6
2026-04-09_11:43:10,49.0,38.0,38.0,37.0,49.0,36.0,36.0,39.0,37.0,3269.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1315.0,3400.0,3400.0,3400.0,3400.0,2.3,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,8.7,26.1,0.0,0.0,0.0,0.0,7.5,1.4,0,0.7
2026-04-09_11:43:10,49.0,38.0,38.0,37.0,49.0,36.0,36.0,39.0,37.0,3280.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1479.3,3400.0,3400.0,3400.0,3400.0,2.8,4.3,0.0,4.3,4.5,8.3,0.0,0.0,0.0,0.0,0.0,4.5,23.8,0.0,0.0,0.0,0.0,7.9,1.9,0,0.7
2026-04-09_11:43:10,38.0,37.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3267.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1278.2,3400.0,3400.0,3400.0,3400.0,2.8,0.0,8.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,22.7,0.0,0.0,0.0,0.0,7.6,1.5,0,0.7
2026-04-09_11:43:11,38.0,37.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3264.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1235.6,3400.0,3400.0,3400.0,3400.0,1.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,4.3,0.0,0.0,7.0,1.0,0,0.6
2026-04-09_11:43:11,38.0,37.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3330.9,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2294.6,3400.0,3400.0,3400.0,3400.0,3.8,0.0,0.0,0.0,0.0,4.5,0.0,0.0,8.7,4.2,0.0,8.7,18.2,0.0,0.0,0.0,4.3,7.1,1.9,0,0.7
2026-04-09_11:43:11,38.0,37.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3376.0,3400.0,3400.0,3400.0,3400.0,1116.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3016.5,3400.0,3400.0,3400.0,3400.0,4.1,4.8,4.5,0.0,0.0,9.5,0.0,0.0,13.6,0.0,0.0,20.0,13.6,0.0,0.0,0.0,0.0,8.6,2.6,0,0.7
2026-04-09_11:43:11,38.0,37.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3249.6,3400.0,3400.0,3400.0,3400.0,1304.3,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,994.0,3400.0,3400.0,3400.0,3400.0,1.9,8.7,4.2,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,9.1,0.0,0.0,0.0,0.0,8.2,2.2,0,0.7
2026-04-09_11:43:11,38.0,38.0,37.0,37.0,37.0,36.0,35.0,37.0,36.0,3265.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1251.2,3400.0,3400.0,3400.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,7.3,1.3,0,0.7
