Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_10:41:43,49.0,41.0,41.0,41.0,41.0,40.0,51.0,41.0,40.0,3475.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4600.0,3400.0,3400.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0,0.0,29.8,23.5,0,0.6
2026-04-09_10:41:43,49.0,41.0,41.0,41.0,41.0,40.0,51.0,41.0,40.0,3459.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4356.0,3400.0,3400.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,13.6,9.5,4.5,13.4,8.4,0,0.7
2026-04-09_10:41:43,49.0,41.0,41.0,41.0,41.0,40.0,51.0,41.0,40.0,3275.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1403.4,3400.0,3400.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,30.4,0.0,0.0,7.4,1.4,0,0.6
2026-04-09_10:41:44,49.0,41.0,41.0,41.0,41.0,40.0,51.0,41.0,40.0,3267.0,3400.0,3400.0,3400.0,3400.0,1350.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1271.2,3400.0,3400.0,1.7,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.2,4.3,0.0,0.0,19.0,0.0,0.0,7.1,1.2,0,0.6
2026-04-09_10:41:44,49.0,41.0,41.0,41.0,41.0,40.0,51.0,41.0,40.0,3277.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1441.0,3400.0,3400.0,2.8,0.0,0.0,0.0,0.0,4.5,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,26.1,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:41:44,41.0,40.0,39.0,39.0,39.0,39.0,38.0,40.0,40.0,3262.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,997.6,3400.0,3400.0,2.4,0.0,0.0,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,20.8,0.0,0.0,7.3,1.3,0,0.6
2026-04-09_10:41:44,41.0,40.0,39.0,39.0,39.0,39.0,38.0,40.0,40.0,3265.0,3400.0,3400.0,3400.0,3400.0,1038.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1239.2,3400.0,3400.0,2.5,0.0,4.5,0.0,0.0,8.7,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,23.8,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:41:45,41.0,40.0,39.0,39.0,39.0,39.0,38.0,40.0,40.0,3267.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1279.9,3400.0,3400.0,2.5,0.0,4.3,0.0,0.0,0.0,0.0,8.7,0.0,0.0,4.3,4.5,0.0,0.0,26.1,0.0,0.0,7.3,1.4,0,0.7
2026-04-09_10:41:45,41.0,40.0,39.0,39.0,39.0,39.0,38.0,40.0,40.0,3249.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2469.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,996.1,3400.0,3400.0,3.8,0.0,0.0,8.7,0.0,9.1,0.0,25.0,0.0,0.0,4.5,0.0,0.0,0.0,13.0,0.0,0.0,10.3,4.2,0,0.7
2026-04-09_10:41:45,41.0,40.0,39.0,39.0,39.0,39.0,38.0,40.0,40.0,3118.2,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,945.4,3400.0,3400.0,3400.0,3400.0,2.7,0.0,4.2,8.3,0.0,8.3,0.0,8.7,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,4.2,8.4,2.3,0,0.7
2026-04-09_10:41:45,41.0,41.0,40.0,39.0,39.0,39.0,38.0,40.0,39.0,3261.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1176.1,3400.0,3400.0,3400.0,3400.0,3.3,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0.0,0.0,4.3,0.0,19.0,0.0,0.0,0.0,0.0,7.5,1.5,0,0.7
2026-04-09_10:41:46,41.0,41.0,40.0,39.0,39.0,39.0,38.0,40.0,39.0,3249.6,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,993.2,3400.0,3400.0,3400.0,3400.0,1.9,0.0,4.2,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,4.2,6.2,1.1,0,0.6
