Time,"Temp:PackageId0,0","Temp:Core0,0","Temp:Core1,0","Temp:Core2,0","Temp:Core3,0","Temp:Core4,0","Temp:Core5,0","Temp:Core6,0","Temp:Core7,0",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,"Power:package-0,0","Power:core,0","Power:uncore,0","Power:dram,0"
2026-04-09_11:35:32,46.0,37.0,37.0,37.0,37.0,36.0,46.0,39.0,35.0,3356.7,3400.0,3400.0,3400.0,3400.0,3400.0,2706.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,5.9,0.0,0.0,0.0,0.0,0.0,92.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,11.4,0,0.7
2026-04-09_11:35:32,46.0,37.0,37.0,37.0,37.0,36.0,46.0,39.0,35.0,3449.1,3400.0,3400.0,3400.0,3400.0,3400.0,4185.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.6,4.5,0.0,0.0,0.0,0.0,17.4,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,8.0,0,0.7
2026-04-09_11:35:32,46.0,37.0,37.0,37.0,37.0,36.0,46.0,39.0,35.0,3264.5,3400.0,3400.0,3400.0,3400.0,3400.0,1231.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.0,0.0,4.5,0.0,0.0,0.0,23.8,4.3,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,6.1,1.0,0,0.6
2026-04-09_11:35:33,46.0,37.0,37.0,37.0,37.0,36.0,46.0,39.0,35.0,3264.4,3400.0,3400.0,3400.0,3400.0,3400.0,1230.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.8,4.3,0.0,4.3,0.0,0.0,22.7,4.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.1,0,0.7
2026-04-09_11:35:33,46.0,37.0,37.0,37.0,37.0,36.0,46.0,39.0,35.0,3412.5,3400.0,3400.0,3500.0,3400.0,3400.0,3499.7,3400.0,1699.7,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.5,4.3,0.0,9.5,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,4.2,7.2,2.1,0,0.8
2026-04-09_11:35:33,37.0,37.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,3326.9,3400.0,3400.0,3400.0,3400.0,3400.0,2230.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,1.7,0.0,0.0,0.0,0.0,0.0,8.7,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,2.0,0,0.7
2026-04-09_11:35:33,37.0,37.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,3197.1,3400.0,3400.0,3400.0,3400.0,3400.0,1825.8,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,4.1,0.0,0.0,13.6,0.0,0.0,18.2,18.2,4.5,4.5,9.1,0.0,0.0,4.8,0.0,0.0,0.0,8.3,2.3,0,0.7
2026-04-09_11:35:34,37.0,37.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,3264.0,3400.0,3400.0,3400.0,3400.0,3400.0,1223.5,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3.1,4.5,4.3,8.7,0.0,0.0,23.8,9.1,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,7.6,1.6,0,0.7
2026-04-09_11:35:34,37.0,37.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,3263.4,3400.0,3400.0,3400.0,3400.0,3400.0,1215.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3.1,0.0,0.0,8.7,4.3,0.0,22.7,0.0,8.3,0.0,0.0,0.0,4.3,8.7,0.0,0.0,0.0,7.1,1.1,0,0.7
2026-04-09_11:35:34,37.0,37.0,36.0,36.0,36.0,35.0,35.0,36.0,35.0,3264.6,3400.0,3400.0,3400.0,3400.0,3400.0,1234.4,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,2.3,4.3,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.0,0,0.6
